CompanyName,Website,Linkedin,Description,Industry,DurationInRole,Status,Notes,Search account,Website,EmplyeeCount,Fullname,schoolname,schoolname2,schoolname3,CompanyName,CompanyName2,CompanyName3,Owner,Created
PULLUP Entertainment,,https://www.linkedin.com/in/ACwAAAADjicBvf5gj5G7CoeMM4e_fhpAK1tY380/,,Geoffroy Sardin,Computer Games,,,,,,,,,,,,2025-10-22,,
Pink Frogs,https://www.pinkfrogs.art/,https://www.linkedin.com/in/ACwAAACv5EEBHaF8kUqw0u_JdqZE__i8v3DEW4o/,"We're industry veterans, based in France and California, who grew up loving bold, unforgettable, and original games.
We've been playing and coding for over 40 years — starting in BASIC, on machines where Atari 130XE and floppy disks weren’t retro, just normal.

We take inspiration from timeless ideas — and from everything we feel is missing in today’s games.
Then we build fresh experiences with modern tools, a lot of passion, and just the right amount of chaos.
 
At Pink Frogs, we don’t follow trends — we follow fun.
Because above all, we make games we actually want to play.
And we think you might, too.",Nicolas Lannier,Computer Games,,3,,,,,,,,,,2025-10-22,,
Stud-Venture,none.stud-venture,https://www.linkedin.com/in/ACwAAD75cAYBKLqWDaVdrLeHJ8bysobmX56410I/,"Stud Venture est né de l’expérience de deux étudiants lyonnais partis en échange universitaire. Face au manque d’informations claires et centralisées, ils ont décidé de créer une solution digitale pour simplifier la mobilité académique.

Notre plateforme privée permet aux écoles de gérer leurs partenariats internationaux, de fluidifier leurs processus administratifs et de valoriser leur attractivité auprès des étudiants.

🎓 Pour les étudiants : un accès simplifié aux destinations, aux procédures et aux retours d’expérience.
🌍 Pour les écoles : un outil moderne, sécurisé et intuitif qui fait gagner du temps aux équipes tout en renforçant la qualité des échanges.

💡 Notre mission : rendre la mobilité internationale plus simple, plus fluide et plus accessible.
",Paul Baroulier,E-Learning Providers,,2,,,,,,,,,,2025-10-22,,
Hatch Rent,https://bit.ly/3ZW3Iyy,https://www.linkedin.com/in/ACwAAEK9i4gBgmbsEcA2_PQdoi2FMiBYAHVn4_o/,"Hatchrent est une entreprise spécialisée dans la gestion locative courte durée de maisons et appartements.
Nous accompagnons les propriétaires dans la valorisation de leur bien immobilier en proposant une solution clé en main : création d’annonce, photographie professionnelle, tarification dynamique, gestion des réservations, ménage, maintenance, relation voyageurs, reporting.

Notre mission : maximiser les revenus locatifs tout en offrant une expérience 5 étoiles, aussi bien pour les propriétaires que pour les voyageurs.",Raphael Thiers Prunetti,Hospitality,,8,,,,,,,,,,2025-10-22,,
Terra Hotels,https://terrahotels.eu,https://www.linkedin.com/in/ACwAACRKRFkBI5J8rml7_BxM4WJS-Df7Uonugwk/,"🌱 TERRA.
On ne construit pas des hôtels.
On cultive des séjours uniques.

👉 Terra Hotels : des adresses singulières, chacune avec sa propre identité. Des lieux respectueux de l’environnement, ancrés dans leur territoire et portés par les circuits courts.
👉 Terra Farms : des séjours au cœur des exploitations agricoles. Moins de chambres, plus d’authenticité. Une immersion totale avec ceux qui cultivent et partagent leur savoir-faire.

Pas de tourisme hors-sol.
Pas de promesses creuses.
Juste du vrai : des lieux qui vivent, des traditions qui perdurent, des rencontres qui marquent.

🚜 Voyager avec TERRA, c’est ralentir, soutenir, et se reconnecter à l’essentiel.

✨ Imaginé et porté par des anciens étudiants de l’Institut Paul Bocuse.

TERRA — l’hôtellerie qui pousse dans les champs. 🌾",Hugo Vesin,Hospitality,,2,,,,,,,,,,2025-10-22,,
INNOPANEL.fr,none.innopanel.fr,https://www.linkedin.com/in/ACwAAC2k0ogBTu4h-HEXjauqfri08fch3GBU22M/,Green building materials,Romain Pons,Wholesale Building Materials,,5,,,,,,,,,,2025-10-22,,
Le Tapis de laine,none.letapisdelaine,https://www.linkedin.com/in/ACwAABsNsJ4BHZbk2wJNux0ygWsykt2bdrgSuKE/,"Le Tapis de Laine est une entreprise textile implantée en Occitanie qui conçoit et fabrique des tapis de yoga antidérapants à partir de laine locale, en réponse à un double constat : 90% de la laine française est aujourd’hui jetée, tandis que 99% des tapis de yoga sont importés et produits à partir de matières synthétiques.

Notre solution : proposer un tapis de yoga confortable, antidérapant sur les deux faces, fabriqué en France à partir de laine du Larzac. Ce produit technique et éthique s'adresse à une clientèle sensible à l'origine des matériaux, à l’impact environnemental et à la relocalisation des savoir-faire.

Toute notre chaîne de production est ancrée localement : la laine provient des élevages de l’aire Roquefort, est transformée à la Filature Colbert (Aveyron) et le façonnage est réalisé avec des structures d’insertion. Nous sommes labellisés Fabriqué en Occitanie.",Thomas Mogharaei,Textile Manufacturing,,2,,,,,,,,,,2025-10-22,,
Circ®,http://www.circ.earth,https://www.linkedin.com/in/ACwAABIXuQkBY10yvhxygkaHcvVpa7fN7yHHRsI/,"Circ is on a mission to protect the planet from the cost of clothing. 

We’ve created a technology system that returns clothes to the raw materials from which they were made.

Join us in threading together the future of circular fashion and eliminating our collective fashion footprint.",Sophie LE PENNEC,Textile Manufacturing,,70,,,,,,,,,,2025-10-22,,
Be Magic,none.bemagic,https://www.linkedin.com/in/ACwAAA35yRUBJ-DIp3_TiUgH0HPkJqDUQiIQgbQ/,,Julie Boucon 🍀,Textile Manufacturing,,0,,,,,,,,,,2025-10-22,,
La Belle Saison,none.labellesaison,https://www.linkedin.com/in/ACwAAF1-6_0BXNEjCU9cdld0RobuZ0NUDEcyGKI/,"Créée en 2013 à l’initiative du Théâtre des Bouffes du Nord à Paris, La Belle Saison est aujourd’hui une saison de musique de chambre itinérante présentée par plus de 15 théâtres, festivals et salles de concerts. C’est aussi un réseau de lieux singuliers qui, par leur qualité acoustique, leur jauge adaptée ou la richesse de leur territoire, offrent une expérience immersive, un espace de partage entre tous les publics et les artistes en création.",Zoé Grenon,Performing Arts,,3,,,,,,,,,,2025-10-15,,
Prodigy12,https://prodigy12.com/,https://www.linkedin.com/in/ACwAAAonUFUB6D8W46SoJU4OdJkPMXPFbOZVK8c/,"We are a collective of show creators, 3D artists and musicians, creating original live shows. From script, to production, to performance.

Having welcomed tens of thousands of visitors at our previous shows, we are triggered by a continuous fascination to merge art & the newest technologies.",David Roelandt,Performing Arts,,7,,,,,,,,,,2025-10-22,,
Veuve Clicquot,http://www.veuve-clicquot.com/,https://www.linkedin.com/in/ACwAAAbKgbsBhemJnXwhDdoLUmwdwneZI4ZvrC8/,"Since its creation in 1772, Maison Veuve Clicquot has been crafting great Champagne wines. Its history is marked by the work and personality of an exceptional woman, Madame Clicquot. With a vineyard of over 393 hectares located in the heart of Champagne's finest Grands Crus, Veuve Clicquot has remained true to her motto, ""only one quality, the finest"". A taste for excellence, a quest for perfection, an enthusiasm for daring and innovation: these are the secrets of Veuve Clicquot.

▪️ ENJOY RESPONSIBLY ▪️ Forward to those of legal drinking age only. Any user posts which condone irresponsible drinking will be removed. http://bitly.ws/IwZI",Thomas Mulliez,Beverage Manufacturing,,419,,,,,,,,,,2025-10-22,,
Saint Louis College of Music,none.saintlouiscollegeofmusic,https://www.linkedin.com/in/ACwAAAAzJ8wBxfkSC-BaLrXXCLaODqrE3tfTIP4/,"Founded in Rome in 1976, Saint Louis is among the most renowned music didactic realities in Europe, attended by over 1, 800 students per year. It prides itself of a solid teaching staff made up of 120 tutors, known both on a National and on an International level, chaired by M° Stefano Mastruzzi. It is the first and only Institution of Higher Education in Music Studies in Italy to be recognized by the Ministry for Education, University and Research and enabled to award the equivalent of Bachelor’s and Master’s Degrees (1st and 2nd cycle degrees).",Nicola Cirilli,Musicians,,101,,,,,,,,,,2025-10-22,,
A7 Partners,none.a7partners,https://www.linkedin.com/in/ACwAAADvP7QBvAJcgoothmPsMyIeR17bGvcVjUU/,,Thibaut Lallican,Investment Advice,,0,,,,,,,,,,2025-10-22,,
NEONIS Patrimoine,none.neonispatrimoine,https://www.linkedin.com/in/ACwAAAbBijABOpeN7jczCnoynaAnI5CchKyNQ1E/,"Bienvenue chez NEONIS Patrimoine, cabinet de conseil en investissements financiers📈 et en stratégies patrimoniales👨‍🏫.

Mon expertise 📊
➡️ Expérience en gestion de patrimoine
➡️ Maîtrise des aspects financiers, fiscaux et juridiques
➡️ Capacité à analyser et optimiser chaque situation

Mon approche 👂
➡️ Écoute active et compréhension des besoins
➡️ Conseils personnalisés et adaptés à chaque client
➡️ Pédagogie pour rendre les solutions accessibles

Mon engagement 🤝
➡️ Transparence et éthique dans chaque recommandation
➡️ Accompagnement sur le long terme
➡️ Réactivité et disponibilité pour mes clients

Achat immobilier, financer les études de vos enfants, optimisation fiscale, compléments de revenus, préparer votre retraite, transmission... 🤷

Il est temps que votre argent travaille pour vous ! 💶

NEONIS Patrimoine :
   👉  ORIAS (N°25001579)
   👉  Responsabilité Civile Professionnel (N°434492)
   👉  Certifié par l'Autorité des Marchés Financiers
   👉  Membre de la Chambre Nationale des Conseils Experts Financiers",Jean-Nicolas Huber,Investment Advice,,1,,,,,,,,,,2025-10-22,,
1014 Capital Partners,none.1014capitalpartners,https://www.linkedin.com/in/ACwAAAiSyrMB07TLaNcDrW_XPq85wuJUeVZ7ccM/,"1014 Capital Partners est une boutique globale regroupant plusieurs pôles d’expertise complémentaires, permettant d’accompagner nos clients de la structuration patrimoniale à l’investissement, en passant par le conseil stratégique, le courtage et les solutions technologiques.

Nos divisions sont : 
1014 FAMILY OFFICE (FO)
1014 BROKERAGE (AM)
1014 ADVISORY (M&A)
1014 VENTURE (VC)
1014 MANAGEMENT (Agent)
1014 SERVICES (Tech)

Nous intervenons en direct ou en marque blanche ou en qualité de partenaire sous-traitant, garantissant confidentialité et alignement d’intérêts.

-- English --

1014 Capital Partners is a global boutique firm bringing together several complementary areas of expertise, enabling us to support our clients from wealth structuring to investment, including strategic advice, brokerage and technological solutions.

Divisions : 
1014 FAMILY OFFICE (FO)
1014 BROKERAGE (AM)
1014 ADVISORY (M&A)
1014 VENTURE (VC)
1014 MANAGEMENT (Agent)
1014 SERVICES (Tech)

We operate directly, as a white label or as a subcontracting partner, guaranteeing confidentiality and alignment of interests.",Hugues Dabo,Investment Advice,,1,,,,,,,,,,2025-10-22,,
AG Patrimoine,none.agpatrimoine,https://www.linkedin.com/in/ACwAACSr4qQBmQG6HlL6MKNxpvtgEDR6WBm3jKg/,,Anaïs Gouirand,Investment Advice,,0,,,,,,,,,,2025-10-22,,
Bpifrance,https://bpifrance.fr,https://www.linkedin.com/in/ACwAAAADXb8BbvOeXPuRDAItWcthjNvNtOIAv6k/,"Bpifrance, Banque publique d'investissement, accompagne les entreprises, de l'amorçage jusqu'à la cotation en bourse, du crédit aux fonds propres.

Interlocuteur privilégié, Bpifrance propose dans chaque région des solutions de financement ou d’investissement adaptées à chaque étape de la vie des entreprises. 

Banque partenaire des entrepreneurs, Bpifrance les accompagne durablement pour soutenir leur croissance et leur compétitivité. Les équipes sont au cœur des régions, sur l’ensemble du territoire, à travers plus de 50 implantations régionales. ",Julien Jacob,Banking,,5856,,,,,,,,,,2025-10-22,,
Agriodor,,https://www.linkedin.com/in/ACwAAAAy2koBQFejXixT9ePTBBwqzdSP5ETpkL8/,,Vincent JACQUOT,Farming,,,,,,,,,,,,2025-10-22,,
Les Fermes Lufa / Lufa Farms,http://www.lufa.com,https://www.linkedin.com/in/ACwAAAFIN0sBCzXn-A_Qvid_A8AeVyYTUfhH398/,"Avec ses serres sur toits et son réseau de partenaires responsables, Les Fermes Lufa créent un système alimentaire local plus durable, juste et transparent. Visitez notre Marché en ligne au www.montreal.lufa.com.

By farming on rooftops and partnering with responsible farms and food makers, Lufa Farms is creating a more sustainable, equitable, and transparent local food system. Visit our online Marketplace at www.montreal.lufa.com.",Frederic Vitre,Farming,,337,,,,,,,,,,2025-10-22,,
La Passerelle Recrutement,none.lapasserellerecrutement,https://www.linkedin.com/in/ACwAAErEvtgBkLt9RuAvuw1GG7SDLW6UUdJKVyA/,"La Passerelle Recrutement est une agence spécialisée dans l’accompagnement RH, le recrutement et le conseil en gestion de carrière. Nous aidons les entreprises à identifier et attirer les meilleurs talents, tout en accompagnant les candidats dans leur évolution professionnelle. Notre équipe, composée d’indépendants expérimentés, apporte une expertise variée et une grande réactivité à chaque mission.

Nous nous distinguons par notre capacité à proposer des profils qualifiés, concrets et immédiatement opérationnels, soigneusement pré-qualifiés et testés pour répondre efficacement aux besoins de nos clients. Grâce à une approche personnalisée, nous assurons un recrutement rapide et pertinent, tout en garantissant la qualité des profils présentés.

Nous plaçons l’humain, la proximité et l’efficacité au cœur de notre démarche, afin de créer des solutions sur-mesure et durables pour nos clients et partenaires.",Victorien Am,Staffing and Recruiting,,2,,,,,,,,,,2025-10-22,,
